ID,Email,Titulo,Universidade,Autores,Apoio,Conflito
PI0406,,"Análise da intensidade de luz e condições de uso dos aparelhos fotopolimerizadores","CENTRO UNIVERSITÁRIO TIRADENTES - AL.","Costa BJA*, Barrozo JS, Cabral LL, Rezende FC","<em>(Apoio: Programa Institucional de Bolsas de Iniciação Científica da UNIT/AL)</em>","Não há conflito de interesse"
PI0407,,"Influência de tratamentos de superfície na resistência de união em vitrocerâmicas odontológicas","Escola de Ciências da Vida - PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ.","Rodrigues LF*, Kretschmer L, Fornazari IA, Brum RT","<em>(Apoio: PUC-PR)</em>","Não há conflito de interesse"
PI0408,,"Percepção da atratividade do sorriso por profissionais de odontologia, estudantes de odontologia e leigos","UNIVERSIDADE DO OESTE PAULISTA.","Moraes LS*, Lacerda PBG, Assis GV, Pitteli LP, Maenosono RM, Batista VES, Catelan A, Martins CM",,"Não há conflito de interesse"
PI0409,,"Resistência de União entre Poli(éter-éter-cetona) após Tratamento Físico de Superfície e Cimentos Resinosos Convencional e Autoadesivo","PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ.","Albuquerque IL*, Sartori MAK, Souza EM, Rached RN",,"Não há conflito de interesse"
PI0410,,"Influência do fluxo de oxigênio na alteração de cor durante o clareamento dentário com ozônio","UNIVERSIDADE FEDERAL DE UBERLÂNDIA.","Campolina MG*, Dietrich L, Costa MDMA, Tavares NRNO, Novais VR, Soares CJ, Silva GR","<em>(Apoio: CNPq)</em>","Não há conflito de interesse"
PI0411,,"Influência de um revestimento de hidroxiapatita na molhabilidade e rugosidade  superficial de discos Ti-6Al-4V","UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Simões IG*, Puls GL, Kreve S, Cruz MAE, Ramos AP, Reis AC, Valente MLC","<em>(Apoio: FAPESP N° 2019/09213-3)</em>","Não há conflito de interesse"
PI0412,,"Permeabilidade da camada híbrida produzida pela técnica <em>cross-linked dry bonding</em>","UNIVERSIDADE ESTADUAL PAULISTA - ARARAQUARA.","Fernandes LO*, Anovazzi G, Gomes LN, De-Souza-costa CA, Hebling J","<em>(Apoio: FAPESP N° 2019/06126-2)</em>","Não há conflito de interesse"
PI0413,,"Estabilidade de cor e rugosidade de superfície de diferentes tipos de resinas compostas","Odontologia Restauradora - UNIVERSIDADE FEDERAL DE MINAS GERAIS.","Costa DM*, Dos-Santos PH, Küll MF, Watanabe MU, Suzuki TYU",,"Não há conflito de interesse"
PI0414,,"Arrabidaea chica incorporado ao ácido fosfórico ou como pré-tratamento dentinário em solução etanólica: avaliação da resistência de união","Dentistica - FACULDADE DE ODONTOLOGIA SÃO LEOPOLDO MANDIC.","Leite HM*, Turssi CP, Amaral FLB, França FMG, Basting RT","<em>(Apoio: PIC/SLMANDIC N° 043/2019 | PIC/SLMANDIC N° 043/2019)</em>","Não há conflito de interesse"
PI0415,,"Conhecimento de professores e acadêmicos de Educação Física sobre atendimento emergencial em casos de avulsão dentária","Curso de Odontologia - UNIVERSIDADE DA REGIÃO DE JOINVILLE.","Scoz GD*, Melchert T, Lopes CMCF, Wilhelmsen NCVG, Paza AO, Marín C, Ferreira APRB, Andrades KMR",,"Não há conflito de interesse"
PI0416,,"Impacto da adição de nanotecnologia ao cimento de ionômero de vidro sobre a resposta celular. Estudo in vitro com linhagem fibroblástica","FACULDADE DE ODONTOLOGIA SÃO LEOPOLDO MANDIC.","Gogolla PV*, Giovani PA, Almeida AB, Lisboa Filho PN, Casarin RCV, Santamaria MP, Nociti-Júnior FH, Kantovitz KR","<em>(Apoio: FAPs - Fapesp N° 2019/07363-8 | PIC N° 17479319.1.0000.5374)</em>","Não há conflito de interesse"
PI0417,,"Efeito da composição da resina composta pré-aquecida e uso de ultrassom na cimentação de cerâmica","UNIVERSIDADE FEDERAL DE PELOTAS.","Porto BL*, Barbon FJ, Isolan CP, Spazzin AO, Moraes RR, Boscato N","<em>(Apoio: CNPq N° 128570/2019-9)</em>","Não há conflito de interesse"
PI0418,,"Resinas compostas: diferentes tecnologias e seu comportamento na estabilidade de cor","UNIVERSIDADE DE SÃO PAULO - BAURU.","Costa MP*, Jacomine JC, Mosquim V, Santin DC, Mondelli RFL, Wang L",,"Não há conflito de interesse"
PI0419,,"Avaliação por microscopia confocal da eficácia de diferentes protocolos de acabamento e polimento de resina composta"," UNIVERSIDADE FEDERAL DE PERNAMBUCO - FACULDADE DE ODONTOLOGIA.","Silva WSAS*, Souza KMR, Silva RVDM, Silva CHV, Teixeira HM, Guimarães RP",,"Não há conflito de interesse"
PI0420,,"Efeito do uso de diamino fluoreto de prata na resistência de união de pinos de fibra de vidro à dentina","Odontologia - UNIVERSIDADE DE RIBEIRÃO PRETO.","Mialichi GB*, Freato MER, Dias TR, Rached-Junior FJA, Leoni GB, Pires-De-souza FCP, Sousa ABS","<em>(Apoio: CNPq N° 149608/2019-5)</em>","Não há conflito de interesse"
PI0421,,"Influência do nível de bateria e da distância da fonte sobre a intensidade de luz emitida por aparelhos fotopolimerizadores","Prótese e Cirurgia Bucomaxilofacial -  UNIVERSIDADE FEDERAL DE PERNAMBUCO - FACULDADE DE ODONTOLOGIA.","Oliveira AKC*, Ribeiro RAO, Arreguy IMS, Silva LAS, Nascimento ABL, Teixeira HM, Guimarães RP",,"Não há conflito de interesse"
PI0422,,"Avaliação da associação de diferentes solventes em adesivos experimentais","FACULDADE PAULO PICANÇO.","Silvestre FA*, Rifane TO, Alves AHC, Araújo-Neto VG, Giannini M, Moreira MM, Oliveira DLV, Feitosa VP","<em>(Apoio: CAPES N° 23038.006958/2014-96)</em>","Não há conflito de interesse"
PI0423,,"Influência da pós-polimerização na microdureza de resinas compostas semidiretas","UNIVERSIDADE FEDERAL DE SANTA CATARINA.","Souza BB*, Taguchi CMC, Theodorovicz P, Silva SB",,"Não há conflito de interesse"
PI0424,,"A Fotobiomodulação associada ao cloreto de estrôncio no controle da sensibilidade pós-clareamento: estudo clínico randomizado","Laboratório de Dentística - UNIVERSIDADE FEDERAL DO PARÁ.","Pompeu DS*, Paula BLF, Carneiro AMP, Barros APO, Nunes SC, Souza CMS, Vieira EP, Silva CM","<em>(Apoio: CNPq N° 1)</em>","Não há conflito de interesse"
PI0425,,"Avaliação in vitro das propriedades físicas de infiltrantes experimentais contendo sal de iodônio e quitosana","Dentística - FACULDADE DE ODONTOLOGIA DE PIRACICABA.","Boldieri JM*, Pedreira PR, Aguiar FHB, Marchi GM, Flor-Ribeiro MD","<em>(Apoio: sae N° 01-p-175/2019)</em>","Não há conflito de interesse"
PI0426,,"Avaliação das propriedades mecânicas de diferentes tipos de cimento de ionômero de vidro","Odontologia Restauradora - FACULDADE DE ODONTOLOGIA DE PIRACICABA.","Guimarães LMG*, Lins RBE, Cavalli V","<em>(Apoio: CNPq)</em>","Não há conflito de interesse"
PI0427,,"Comparação de diferentes métodos de mensuração de cor na análise da estabilidade de cor do compósito giomer","UNIVERSIDADE FEDERAL DE MINAS GERAIS.","Abdo VL*, Ferreira LAQ, Yamauti M, Peixoto RTRC, Sá TCM, Magalhães CS, Silami FDJ","<em>(Apoio: Pró-reitoria de pesquisa UFMG N° 03/2019)</em>","Não há conflito de interesse"
PI0428,,"Avaliação das propriedades antimicrobianas de cimentos de ionômero de vidro modificados por resina","UNIVERSIDADE DA REGIÃO DE JOINVILLE.","Koehntopp FS*, Souza LGD, Bertolazzi B, Andrades KMR, Ferreira APRB, França PHC, Lopes CMCF, Wilhelmsen NCVG",,"Não há conflito de interesse"
PI0429,,"Cimentação de Zircônia Y-TZP com cimento de ionômero de vidro em núcleos de diferentes materiais","INSTITUTO DE CIÊNCIA E TECNOLOGIA / ICT-UNESP-SJC.","Barros PCA*, Moecke SE, Borges AB, Torres CRG","<em>(Apoio: CNPq)</em>","Não há conflito de interesse"
PI0430,,"Profundidade de cura de resinas bulk fill variando a fonte de luz","FACULDADE PATOS DE MINAS.","Magalhaes MA*, Rocha MIS, Silva CF, Santos Filho PCF, Dietrich L, Reis TA, Paranhos LR, Martins VM",,"Não há conflito de interesse"
PI0431,,"Principais bactérias presentes em microbiotas salivares de estudos metagenômicos","Odontologia Restauradora - FACULDADE DE ODONTOLOGIA DE PIRACICABA.","Nishiyama RR*, Oliveira SG, Trigo CAC, Jardim R, Aguiar FHB","<em>(Apoio: CAPES)</em>","Não há conflito de interesse"
PI0432,,"Efeito anti-erosivo da adição de micropartículas de quitosana a um verniz fluoretado: estudo in vitro e in situ","ASSOCIAÇÃO MARINGÁ DE ENSINO SUPERIOR.","Mori MM*, Reolon MCH, Moda MD, Vieira-Junior WF, Sundfeld-Neto D, Fagundes TC, Pini NIP","<em>(Apoio: CNPq)</em>","Não há conflito de interesse"
PI0433,,"Efeito antimicrobiano contra <em>Candida Albicans</em> da zircônia monolítica com vidro e prata","Materiais Odontológicos e Prótese - INSTITUTO DE CIÊNCIA E TECNOLOGIA / ICT-UNESP-SJC.","Sabino CF*, Ribeiro AOP, Pereira ACS, Ribeiro FC, Campos TMB, Melo RM","<em>(Apoio: FAPs - Fapesp N° 2019/11724-6)</em>","Não há conflito de interesse"
PI0434,,"Desenvolvimento de compósito biocerâmico para aplicação odontológica","UNIVERSIDADE NORTE DO PARANÁ.","Merino AJM*, Prado FS, Hanashiro CT, González AHM, Giordani FFK","<em>(Apoio: Funadesp)</em>","Não há conflito de interesse"
PI0435,,"Barreira física experimental favorece o resultado estético e reduz o efeito tóxico causado pelo clareamento dental de consultório","UNIVERSIDADE ESTADUAL PAULISTA - ARARAQUARA.","Souza ML*, Zuta UO, Duque CCO, Ribeiro RAO, Leite MLAS, Soares DG, Hebling J, De-Souza-costa CA","<em>(Apoio: FAPs - FAPESP N° 2019/10386-0)</em>","Não há conflito de interesse"
PI0436,,"Influência de diferentes protocolos de condicionamento superficial na resistência de união de materiais restauradores indiretos","Odontologia Restauradora - UNIVERSIDADE ESTADUAL PAULISTA - ARAÇATUBA.","Destro JM*, Lima GQ, Sahyon HBS, Maluly-Proni AT, Reis BO, Konno ANK, Delben JA, Dos-Santos PH",,"Não há conflito de interesse"
PI0437,,"Estabilidade de cor de resinas compostas à base de S-PRG frente ao desafio erosivo","UNIVERSIDADE DE SÃO PAULO - BAURU.","Fogaça LM*, Santin DC, Jacomine JC, Giacomini MC, Honório HM, Wang L","<em>(Apoio: FAPs - FAPESP N° 2019/25685-2 )</em>","Não há conflito de interesse"
PI0438,,"Análise da alteração de cor, rugosidade e microdureza de selantes de fossas e fissuras incorporados com nanomaterial","Materiais Dentários e Prótese - UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Ferreira I*, Valente MLC, Botelho AL, Reis AC","<em>(Apoio: CNPq N° 124857/2019-1 )</em>","Não há conflito de interesse"
PI0439,,"Potencial remineralizador de dentifrícios à base de vitrocerâmica bioativa sobre esmalte dental","UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Raffaini JC*, Amorim AA, Geng-Vivanco R, Arruda CNF, Pires-De-souza FCP","<em>(Apoio: CNPq N° 2019-538)</em>","Não há conflito de interesse"
PI0440,,"Avaliação da interface adesiva após biomodificação da dentina com solução de quitosana e aplicação de diferentes sistemas adesivos","Odontologia Restauradora - UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Paschoini VL*, Ziotti IR, Corona SAM, Souza-Gabriel AE","<em>(Apoio: FAPESP N° 2017/21855-5)</em>","Não há conflito de interesse"
PI0441,,"Efeitos da silanizaçao e estrôncio em biovidros 45S5 incorporados em um adesivo universal","FACULDADE PAULO PICANÇO.","Rifane TO*, Souza MT, Giannini M, Sauro S, Araújo-Neto VG, Cordeiro KEM, Zanotto ED, Feitosa VP","<em>(Apoio: CAPES N° 23038.006958/2014-96))</em>","Não há conflito de interesse"
PI0442,,"Resistência máxima à tração e atividade de metaloproteinases da matriz dentinária biomodificada pela naringenina","Morfologia e Clínica Infantil - UNIVERSIDADE ESTADUAL PAULISTA - ARARAQUARA.","Mota RLM*, Santos FA, Anovazzi G, Gomes LN, Oliveira CA, Soares IPM, De-Souza-costa CA, Hebling J","<em>(Apoio: FAPs - Fapesp N° 2019/02857-2)</em>","Não há conflito de interesse"
PI0443,,"Influência do polimento na sorção, solubilidade e mudança de cor de resinas para restaurações provisórias","UNIVERSIDADE PAULISTA - GOIÁS.","Guimarães PP*, Hilário ML, Magalhães APR",,"Não há conflito de interesse"
PI0444,,"Efeito do macro design e da densidade óssea na estabilidade primária de mini-implantes dentais experimentais","Materiais Dentários e Prótese - UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Marques AVG*, Valente MLC, Liu PL, Shimano AC, Reis AC","<em>(Apoio: Programa Unificado de Bolsas (PUB-USP))</em>","Não há conflito de interesse"
PI0445,,"Performance of different polishing methods on mechanical properties of aged yttria stabilized zirconia","FACULDADE DE ODONTOLOGIA DE PIRACICABA.","Faria ECG*, Barreto SC, Ferretti MA, Paulillo LAMS, DeSouza GM, Aguiar FHB","<em>(Apoio: CNPq)</em>","Não há conflito de interesse"
PI0446,,"Influência da funcionalização de partículas de ortofosfato de cálcio sobre propriedades mecânicas de compósitos experimentais","UNIVERSIDADE DE SÃO PAULO - SÃO PAULO.","Campos AL*, Rodrigues MC, Fronza BM, Braga RR","<em>(Apoio: CNPq)</em>","Não há conflito de interesse"
PI0447,,"Nova abordagem para análise quantitativa do conteúdo de cristais de cerâmicas odontológicas por meio de imagens obtidas por MEV","Faculdade de Odontologia - UNIVERSIDADE FEDERAL DE UBERLÂNDIA.","Reis IAR*, Tavares LN, Ferraz DC, Neves FD, Raposo LHA","<em>(Apoio: CNPq N° 28/2018)</em>","Não há conflito de interesse"
PI0448,,"Influência do pré-tratamento de superfícies de Titânio para uso médico na resposta celular","UNIVERSIDADE FEDERAL DE JUIZ DE FORA.","Araujo ALM*, Chisini LA, Alcázar JCB, Tarquinio SBC, Carreño NLV, Conde MCM, Salas M M S",,"Não há conflito de interesse"
PI0449,,"Efeito da aplicação prévia de agentes dessensibilizantes em dentes submetidos ao clareamento de consultório","Odontologia - UNIVERSIDADE ESTADUAL DE PONTA GROSSA.","Centenaro GG*, Favoreto MW, Parreiras SO, Borges CPF, Loguercio AD, Reis A",,"Não há conflito de interesse"
PI0450,,"Grau de conversão de compósitos híbridos com capacidade de liberação de clorexidina","Materiais Dentários - UNIVERSIDADE SANTO AMARO.","Noborikawa J*, Saldanha JR, Brandt WC, Anami LC, Campos LMP, Braga RR, Boaro LCC",,"Não há conflito de interesse"
PI0451,,"Formulação de extrato à base de romã (<em>Punica granatum L.</em>) para uso bucal: Potencial antimicrobiano e atividade antioxidante","Odontologia Restauradora - UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Lucas ILL*, Gallas JA, Corona SAM, Salvador SLS, Souza-Gabriel AE","<em>(Apoio: CNPq N° 119884/2019-4 | CAPES)</em>","Não há conflito de interesse"
PI0452,,"Adesão de compósitos fluidos contendo Giomer® na composição em dentina erodida e após ciclagem erosiva - estudo piloto","Odontologia - UNIVERSIDADE DE TAUBATÉ.","Pereira MLD*, Silva-Neto B, Cairo GF, Liporoni PCS, Zanatta RF","<em>(Apoio: CNPq N° Processo n. 137432/2019-4)</em>","Não há conflito de interesse"
PI0453,,"Efeito de diferentes materiais cerâmcios na estrutura dental - estudo microtomográfico qualitativo","UNIVERSIDADE DE RIBEIRÃO PRETO.","Sahm BD*, Leoni GB, Frasnelli GD, Faria ACL, Ribeiro RF, Gomes EA, Moris ICM","<em>(Apoio: PIBIC/UNAERP)</em>","Não há conflito de interesse"
PI0454,,"Toxicidade às células pulpares de adesivos experimentais com e sem solvente contendo diferentes sistemas iniciadores de polimerização","UNIVERSIDADE PAULISTA - SÃO PAULO.","Agostinelli BG*, Salvador MVO, Andia DC, Lima AF",,"Não há conflito de interesse"
PI0455,,"Grau de retenção de selante autocondicionante bioativo (SPR-G) e influência na prevenção do desenvolvimento de cárie","UNIVERSIDADE FEDERAL DO MARANHÃO.","Nunes MCS*, Penha KJS, Roma FRVO, Maia Filho EM, Torres CRG, Firoozmand LM",,"Não há conflito de interesse"
PI0456,,"Efeito de um novo agente clareador contendo fosfato e fluoreto sobre a citotoxicidade trans-amelodentinária","Odontologia Infantil e Social - UNIVERSIDADE ESTADUAL PAULISTA - ARAÇATUBA.","Gruba AS*, Akabane STF, Danelon M, Nunes GP, Duque CCO, De-Souza-costa CA, Delbem ACB","<em>(Apoio: FAPs - Fapesp N° 2018/08769-5 | CNPq N° 800436/2018-0)</em>","Não há conflito de interesse"
PI0457,,"Efeito da técnica restauradora para elevação da margem gengival na tensão de contração residual em molares restaurados com inlays cerâmicas","Materiais Odontológicos e Prótese - UNIVERSIDADE ESTADUAL PAULISTA - SÃO JOSÉ DOS CAMPOS.","Garcia LM*, Grassi EDA, Andrade GS, Tribst JPM, Saavedra GSFA, Ramos NC, Cardoso BF, Borges ALS",,"Não há conflito de interesse"
PI0458,,"Efeito da terapia probiótica (<em>Lactobacillus reuteri</em>) em indivíduos diabéticos e portadores de periodontite por meio do Índice PISA","INSTITUTO DE CIÊNCIA E TECNOLOGIA / ICT-UNESP-SJC.","Silva LR*, Pedroso JF, Longo M, Ramos TCS, Ferreira CL, Jardini MAN","<em>(Apoio: FAPs - Fapesp N° 2019/14344-0)</em>","Não há conflito de interesse"
PI0459,,"Acúmulo de placa e sangramento gengival em indivíduos fumantes e não fumantes","UNIVERSIDADE FEDERAL DE MINAS GERAIS.","Barcelos GLC*, Cruz APCF, Cota LOM, Lima RPE, Costa FO, Cyrino RM","<em>(Apoio: CNPq N° #302251/2019-7 | PROEX/ PBEXT)</em>","Não há conflito de interesse"
PI0460,,"Chalcona T4, um novo composto chalcônico, inibe a diferenciação e atividade de osteoclastos in vitro","Diagnóstico e Cirurgia - UNIVERSIDADE ESTADUAL PAULISTA - ARARAQUARA.","Cirelli G*, Fernandes NAR, Regasini LO, Stabili MRG","<em>(Apoio: FAPESP N° 2018/10945-6)</em>","Não há conflito de interesse"
PI0461,,"Avaliação da condição periodontal e do comportamento relacionado à saúde bucal em pacientes com diabetes<em> mellitus</em> tipo 2","UNIVERSIDADE FEDERAL DE JUIZ DE FORA.","Mendes JL*, Viegas-Junior LG, Rabelo CC, Pontes AEF, Correa FOB",,"Não há conflito de interesse"
PI0462,,"Avaliação dos efeitos do óleo resina de Copaíba em um modelo de periodontite experimental em ratos","UNIVERSIDADE FEDERAL DO PARÁ.","Motta JVS*, Frazão DR, Santos VRN, Bittencourt LO, Souza-Monteiro D, Collares FM, Lima RR",,"Não há conflito de interesse"
PI0463,,"Avaliação estética do recobrimento radicular associado ou não com a fotobiomodulação","PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS.","Parreira LFS*, Mendes LD, Fontana CE, Pinheiro SL, Villalpando KT","<em>(Apoio: FAPIC )</em>","Não há conflito de interesse"
PI0464,,"Efeitos da inalação da fumaça do narguilé em ratos submetidos à periodontite experimental","Odontologia - UNIVERSIDADE DO OESTE PAULISTA.","Miyashita MT*, Brustela LN, Bravo LT, Levi YLAS, Santinoni CS, Straioto FG, Maia LP","<em>(Apoio: CNPq N° 4555)</em>","Não há conflito de interesse"
PI0465,,"Validação de genes expressos prospectados computacionalmente após transcriptoma de pacientes com Diabetes, Dislipidemia e Periodontite","UNIVERSIDADE ESTADUAL PAULISTA - ARARAQUARA.","Silva BR*, Veroneze R, Corbi SCT, Maurer Morelli CV, Orrico SRP, Cirelli JA, Zuben FJ, Scarel-Caminaga RM","<em>(Apoio: FAPs - FAPESP N° 2007/08362-8, 2009/16233-9, 2010/10882-2, 2014/16148-0, 2015/08678-1, 2016/25418-6, 2017/21174-8 )</em>","Não há conflito de interesse"
PI0466,,"Efeitos clínicos da utilização de ozoniotetapia no tratamento de periodontite crônica em pacientes com diabetes mellitus tipo 2","UNIVERSIDADE FEDERAL FLUMINENSE.","Carmo RA*, Zuza EC, Cörner ACO, Borges LSES, Lins RX, Paula CP, Camargo GACG",,"Não há conflito de interesse"
PI0467,,"Avaliação da hiperglicemia não diagnosticada entre indivíduos com periodontite","Odontologia - UNIVERSIDADE FEDERAL DE JUIZ DE FORA.","Matos LO*, Freitas AB, Rabelo CC, Pontes AEF, Correa FOB",,"Não há conflito de interesse"
PI0468,,"Influência dos extratos de camomila e tansagem sobre OPG e RANKL no tratamento da doença periodontal. Estudo em ratos","UNIVERSIDADE DO OESTE PAULISTA.","Neves BEL*, Caldeira ML, Velasques BD, Ganzaroli VF, Monteiro DR, Martins CM, Martins TM, Santinoni CS","<em>(Apoio: Unoeste N° 4496)</em>","Não há conflito de interesse"
PI0469,,"Avaliação da estética rosa peri-implantar em regiões de preservação alveolar antes e após a reabilitação: um estudo piloto","Odontologia - UNIVERSIDADE FEDERAL DE SANTA CATARINA.","Scarduelli LD*, Magrin GL, Magini RS, Benfatti CAM",,"Não há conflito de interesse"
PI0470,,"Avaliação dos efeitos do Açaí (Euterpe oleracea Mart.) sobre a indução de periodontite experimental em ratos","UNIVERSIDADE FEDERAL DO PARÁ.","Santos VRN*, Frazão DR, Bittencourt LO, Motta JVS, Souza-Monteiro D, Collares FM, Lima RR",,"Não há conflito de interesse"
PI0471,,"Avaliação de lesões periapicais utilizando testes de associação: um estudo piloto","Odontologia - UNIVERSIDADE FEDERAL DE ALFENAS.","Silva LS*, Ramos MC, Moreira SA, Martins NS, Viola NV",,"Não há conflito de interesse"
PI0472,,"Reabsorção óssea e expressão de interleucinas-1alfa e -1beta na periodontite apical experimental","UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Leme RD*, Arnez MFM, Almeida-Junior LA, Paula-Silva FWG","<em>(Apoio: FAPESP N° 2019/00204-1)</em>","Não há conflito de interesse"
PI0473,,"Autotransplante de polpa dentária em dente com necessidade de tratamento endodôntico - uma série de casos","FACULDADE PAULO PICANÇO.","Mota MNG*, Vieira LV, De-Paula DM, Aguiar-Neto MA, Bertassoni LEB, Carvalho DAL, Feitosa VP","<em>(Apoio: CAPES N° 23038.006958/2014-96)</em>","Não há conflito de interesse"
PI0474,,"Influência da esterilização no comportamento torcional de instrumentos rotatórios de NiTi destinados a pré-dilatação inicial"," UNIVERSIDADE DE ITAUNA .","Leão LGF*, Buono VTL, Bahia MGA, Nakagawa RK","<em>(Apoio: CNPq)</em>","Não há conflito de interesse"
PI0475,,"Avaliação <em>in vitro</em> da propriedade antimicrobiana do NeoMTa Plus sobre biofilmes simples e misto de <em>Enterococcus faecalis</em> e <em>Candida albicans </em>","Odontologia - UNIVERSIDADE DO OESTE PAULISTA.","Paião LI*, Jacob VP, Silva ACG, Magario MKW, Kaneko TY, Martins CM, Monteiro DR, Mori GG","<em>(Apoio: PPG/PEIC UNOESTE N° 4735 | PPG/PEIC UNOESTE  N° 4736)</em>","Não há conflito de interesse"
PI0476,,"Efeito de dois agentes antioxidantes empregados como curativo de demora após clareamento interno na estabilidade e longevidade de cor","UNIVERSIDADE VEIGA DE ALMEIDA.","Angelo EV*, Schneider LFJ, Gusman H, Miranda SGP, Prado M",,"Não há conflito de interesse"
PI0477,,"Análise da anatomia interna de dentes anteriores inferiores usando tomografia computadorizada de feixe cônico","Odontologia Restauradora - UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Santos MC*, Silva RG, Cruz-Filho AM, Sousa-Neto MD, Souza-Gabriel AE","<em>(Apoio: FAPESP N° 2019/03104-8)</em>","Não há conflito de interesse"
PI0478,,"Insertos ultrassônicos na desobstrução de canais com pinos de fibra de vidro: estudo in vitro","Endodontia - FACULDADE DE ODONTOLOGIA DE PIRACICABA.","Moreira NR*, Louzada LM, Arruda-Vasconcelos R, Silva EGA, Lemos BIN, Dametto FR, Gadê Neto CR, Gomes BPFA","<em>(Apoio: FAPESP N° 2019/19300-0, 2017/25242-8, 2015/23479-5 | CNPq N° 308162/2014-5, 303852/2019-4 | CAPES N° 001)</em>","Não há conflito de interesse"
PI0479,,"Os efeitos do treinamento físico como estratégia protetora a periodontite apical induzida em ratos","UNIVERSIDADE FEDERAL DO PARÁ.","Pereira MS*, Souza-Monteiro D, Moura JDM, Collares FM, Lima RR",,"Não há conflito de interesse"
PI0480,,"Avaliação de dentes tratados endodonticamente: <em>status</em> periapical e correlação com qualidade radiográfica da obturação","Odontologia - PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS.","Sá PPA*, Lima MSFF, Tonelli SQ, Bruzinga FFB, Nunes E, Silveira FF","<em>(Apoio: Fapemig)</em>","Não há conflito de interesse"
PI0481,,"Análise de superfície de dois sistemas reciprocantes tratados termicamente (blue) através de microscopia eletrônica de varredura","FACULDADE DE ODONTOLOGIA SÃO LEOPOLDO MANDIC.","Martins ICF*, Lana WB, Mockdeci HR, Tonelli SQ, Raposo NRB, Silveira GAB, Duarte G",,"Não há conflito de interesse"
PI0482,,"Caracterização física e biológica de um <em>scaffold</em> hidrogel de quitosana injetável sob influência de terapia de fotobiomodulação","UNIVERSIDADE IBIRAPUERA.","Silva LSRG*, Sarra G, Marques MM, Carvalho GL, Pedroni ACF, Caballero Flores H, Gonçalves F, Moreira MSNA","<em>(Apoio: FAPs - Fapesp N° 2018/146948 )</em>","Não há conflito de interesse"
PI0483,,"Avaliação da adaptação do material restaurador em cavidades de acesso tradicionais e ultraconservadoras","UNIVERSIDADE IBIRAPUERA.","Pacheco LP*, Oliveira VB, Silva AA, Belladonna FG, Antunes HS, De Deus G, Silva EJNL, Prado M","<em>(Apoio: Faperj N° E-26/202.784/2019 | Funadesp N° 1700473)</em>","Não há conflito de interesse"
PI0484,,"Avaliação da fibronectina como agente de sinalização para células da papila apical humana","UNIVERSIDADE ESTADUAL PAULISTA - ARARAQUARA.","Peruchi V*, Leite MLAS, Soares DG, Hebling J, De-Souza-costa CA","<em>(Apoio: CNPq N° 153799/2019-6)</em>","Não há conflito de interesse"
PI0485,,"Custo-Minimização do tratamento endodôntico de molares permanentes","UNIVERSIDADE FEDERAL DA PARAÍBA.","Ferreira LF*, Raymundo MLB, Silva RO, Almeida LFD, D'Assunção FLC, Carvalho-Junior JR, Lucena EHG, Cavalcanti YW",,"Não há conflito de interesse"
PI0486,,"Influência da agitação ultrassônica nas propriedades físico químicas de cimentos obturadores de diferentes bases químicas","UNIVERSIDADE DE RIBEIRÃO PRETO.","Balbino CVT*, Macedo LMD, Olivato OP, Miranda CES, Silva-Sousa YTC, Rached-Junior FJA",,"Não há conflito de interesse"
PI0487,,"Efeito da cetramida nas propriedades físico-químicas de cimentos endodônticos biocerâmicos","Odontologia Restauradora - UNIVERSIDADE ESTADUAL PAULISTA - ARARAQUARA.","Mendes T*, Chávez-Andrade GM, Torres FFE, Tanomaru-Filho M, Guerreiro-Tanomaru JM","<em>(Apoio: FAPs - Fapesp N° 2017/14305-9    | CNPq N° 307145/2015-8 )</em>","Não há conflito de interesse"
PI0488,,"Eficácia dos Sistemas Protaper Universal R e MTwo R no Retratamento Endodôntico Analisados por Tomografia Computadorizada <em>Cone Beam</em>","Ciências da Saúde - UNIVERSIDADE DE SANTA CRUZ DO SUL.","Krabbe WM*, Tavaniello JV, Santos PS, Dotto RF, Barletta FB, Wagner MH",,"Não há conflito de interesse"
PI0489,,"Avaliação da citotoxicidade de cimentos endodônticos em cultura de macrófagos","UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Ferreira KO*, Hidalgo LRC, Arnez MFM, Sousa-Neto MD, Silva LAB, Paula-Silva FWG","<em>(Apoio: FAPs - Apoio financeiro: Fundação de Amparo à Pesquisa do Estado de São Paulo(FAPESP processo 2019/00204-1) | e Programa Unificado de Bolsas da  Universidade de São Paulo (PUB-USP).)</em>","Não há conflito de interesse"
